RXN0-6981	EC-3.4.13.18	peptidase D	pepD
RXN-2043	EC-3.2.1.4	cellulase W	celW
RXN-2043	EC-3.2.1.4	endo-&beta;-1,4-glucanase XghA	xghA
RXN-2043	EC-3.2.1.4	cellulase N	celN
RXN-2043	EC-3.2.1.4	cellulase T	celT
RXN-2043	EC-3.2.1.4	cellulase Q	celQ
RXN-2043	EC-3.2.1.4	cellulase R	celR
RXN-2043	EC-3.2.1.4	cellulase J	celJ
RXN-2043	EC-3.2.1.4	cellulase E	celE
RXN-2043	EC-3.2.1.4	cellulase H	celH
RXN-2043	EC-3.2.1.4	cellulase G	celG
RXN-2043	EC-3.2.1.4	cellulase F	celF
RXN-2043	EC-3.2.1.4	cellulase D	celD
RXN-2043	EC-3.2.1.4	cellulase B	celB
RXN-2043	EC-3.2.1.4	cellulase A	celA
RXN-2043	EC-3.2.1.4	1,4-&beta;-D-glucan 4-glucanohydrolase	At5g49720
RXN-10773	EC-3.2.1.21	&beta;-glucosidase Bgl2	bgl2
RXN-10773	EC-3.2.1.21	&beta;-glucosidase Bgl1	bgl1
BETA-9-CYTOKININ-ALANINE-SYNTHASE-RXN	EC-2.5.1.50	lupinic acid synthase	unknown
RXN-7775	EC-1.14.11.9	flavanone 3&beta;-hydroxylase||flavanone 3&beta;-hydroxylase	unknown
RXN-7775	EC-1.14.11.9	flavanone 3&beta;-hydroxylase	unknown
RXN-7775	EC-1.14.11.9	flavanone 3&beta;-hydroxylase	AN3
RXN-7775	EC-1.14.11.9	flavanone 3&beta;-hydroxylase	AT3G51240
RXN-525	EC-1.14.13.21	flavonoid 3'-hydroxylase	Ht1
RXN-525	EC-1.14.13.21	flavonoid 3'-hydroxylase	AT5G07990
RXN-525	EC-1.14.13.21	flavonoid 3',5'-hydroxylase	AJ011862
DIHYDROKAEMPFEROL-4-REDUCTASE-RXN	EC-1.1.1.219	dihydroflavonol-4-reductase/flavanone 4-reductase	DFR
DIHYDROKAEMPFEROL-4-REDUCTASE-RXN	EC-1.1.1.219	dihydroflavonol-4-reductase	DFR2
DIHYDROKAEMPFEROL-4-REDUCTASE-RXN	EC-1.1.1.219	dihydroflavonol 4-reductase	AT5G42800
DIHYDROKAEMPFEROL-4-REDUCTASE-RXN	EC-1.1.1.219	dihydroflavonol 4-reductase	unknown
RXN-600	EC-1.1.1.219	dihydroflavonol-4-reductase	DFR
RXN-600	EC-1.1.1.219	dihydroflavonol-4-reductase/flavanone 4-reductase	DFR
RXN-600	EC-1.1.1.219	dihydroflavonol-4-reductase	DFR2
RXN-600	EC-1.1.1.219	dihydroflavonol-4-reductase	DFR1
RXN-600	EC-1.1.1.219	dihydroflavonol-4-reductase	DFR3
RXN-600	EC-1.1.1.219	dihydroflavonol-4-reductase	DFR1
RXN-600	EC-1.1.1.219	dihydroflavonol 4-reductase	unknown
RXN-600	EC-1.1.1.219	dihydroflavonol 4-reductase	AT5G42800
RXN-14888	RXN-14888	unknown	unknown
RXN-14887	RXN-14887	unknown	unknown
RXN-4736	EC-2.4.1	<i>trans</i>-zeatin-<i>O</i>-glucoside UDP glycosyltransferase [multifunctional]	AT5G05860
RXN-4736	EC-2.4.1	cytokinin UDP glycosyltransferase	AT5G05870
RXN-4733	EC-2.4.1	<i>trans</i>-zeatin-<i>O</i>-glucoside UDP glycosyltransferase [multifunctional]	AT5G05860
RXN-4733	EC-2.4.1	cytokinin UDP glycosyltransferase	AT5G05870
RXN-4731	EC-2.4.1	<i>trans</i>-zeatin-<i>O</i>-glucoside UDP glycosyltransferase [multifunctional]	AT5G05860
RXN-4731	EC-2.4.1	cytokinin UDP glycosyltransferase	AT5G05870
RXN-4729	EC-2.4.1	<i>trans</i>-zeatin-<i>O</i>-glucoside UDP glycosyltransferase [multifunctional]	AT5G05860
RXN-4729	EC-2.4.1	cytokinin UDP glycosyltransferase	AT5G05870
RXN-4727	EC-2.4.1	<i>trans</i>-zeatin-<i>O</i>-glucoside UDP glycosyltransferase [multifunctional]	AT5G05860
RXN-4727	EC-2.4.1	cytokinin UDP glycosyltransferase	AT5G05870
RXN-4724	EC-2.4.1	<i>trans</i>-zeatin-<i>O</i>-glucoside UDP glycosyltransferase [multifunctional]	AT5G05860
RXN-4724	EC-2.4.1	cytokinin UDP glycosyltransferase	AT5G05870
RXN-4721	EC-2.4.1	<i>trans</i>-zeatin-<i>O</i>-glucoside UDP glycosyltransferase [multifunctional]	AT5G05860
RXN-4721	EC-2.4.1	cytokinin UDP glycosyltransferase	AT5G05870
RXN-12428	EC-3.2.1.162	&lambda;-carrageenase	cglA
3.2.1.162-RXN	EC-3.2.1.162	&lambda;-carrageenase	cglA
RXN-4734	EC-2.4.1	<i>trans</i>-zeatin-<i>O</i>-glucoside UDP glycosyltransferase [multifunctional]	AT5G05860
RXN-4734	EC-2.4.1	cytokinin UDP glycosyltransferase	AT5G05870
RXN-4732	EC-2.4.1	<i>trans</i>-zeatin-<i>O</i>-glucoside UDP glycosyltransferase [multifunctional]	AT5G05860
RXN-4732	EC-2.4.1	cytokinin UDP glycosyltransferase	AT5G05870
RXN-4730	EC-2.4.1	<i>trans</i>-zeatin-<i>O</i>-glucoside UDP glycosyltransferase [multifunctional]	AT5G05860
RXN-4730	EC-2.4.1	cytokinin UDP glycosyltransferase	AT5G05870
RXN-4728	EC-2.4.1	<i>trans</i>-zeatin-<i>O</i>-glucoside UDP glycosyltransferase [multifunctional]	AT5G05860
RXN-4728	EC-2.4.1	cytokinin UDP glycosyltransferase	AT5G05870
RXN-4725	EC-2.4.1	<i>trans</i>-zeatin-<i>O</i>-glucoside UDP glycosyltransferase [multifunctional]	AT5G05860
RXN-4725	EC-2.4.1	cytokinin UDP glycosyltransferase	AT5G05870
RXN-4722	EC-2.4.1	<i>trans</i>-zeatin-<i>O</i>-glucoside UDP glycosyltransferase [multifunctional]	AT5G05860
RXN-4722	EC-2.4.1	cytokinin UDP glycosyltransferase	AT5G05870
RXN-8187	EC-1.14.13.129	&beta;-carotene hydroxylase	CRTZ
RXN-8187	EC-1.14.13.129	carotenoid &beta;-ring 4-dehydrogenase	cbfd2
RXN-8187	EC-1.14.13.129	carotenoid &beta;-ring 4-dehydrogenase	cbfd1
RXN-8187	EC-1.14.13.129	&beta;-ring carotenoid 4-ketolase||&beta;-ring carotenoid 3-hydroxylase||&beta;-ring carotenoid 3-hydroxylase||&beta;-ring carotenoid 4-ketolase||&beta;-ring carotenoid 3-hydroxylase||&beta;-carotene 3-hydroxylase||&beta;-ring carotenoid 3-hydroxylase||&beta;-ring carotenoid 3-hydroxylase||&beta;-ring carotenoid 4-ketolase||&beta;-carotene 4-ketolase	crtS
RXN-8186	EC-1.14.13.129	&beta;-carotene hydroxylase	CRTZ
RXN-8186	EC-1.14.13.129	carotenoid &beta;-ring 4-dehydrogenase	cbfd2
RXN-8186	EC-1.14.13.129	carotenoid &beta;-ring 4-dehydrogenase	cbfd1
RXN-8186	EC-1.14.13.129	&beta;-ring carotenoid 4-ketolase||&beta;-ring carotenoid 3-hydroxylase||&beta;-ring carotenoid 3-hydroxylase||&beta;-ring carotenoid 4-ketolase||&beta;-ring carotenoid 3-hydroxylase||&beta;-carotene 3-hydroxylase||&beta;-ring carotenoid 3-hydroxylase||&beta;-ring carotenoid 3-hydroxylase||&beta;-ring carotenoid 4-ketolase||&beta;-carotene 4-ketolase	crtS
RXN-16409	EC-1.1.99	carotenoid 4-hydroxy-&beta;-ring 4-dehydrogenase	hbfd2
RXN-16409	EC-1.1.99	carotenoid 4-hydroxy-&beta;-ring 4-dehydrogenase	hbfd1
RXN-16410	EC-1.1.99	carotenoid 4-hydroxy-&beta;-ring 4-dehydrogenase	hbfd2
RXN-16410	EC-1.1.99	carotenoid 4-hydroxy-&beta;-ring 4-dehydrogenase	hbfd1
RXN-16411	EC-1.3.99	carotenoid &beta;-ring 4-dehydrogenase	cbfd2
RXN-16411	EC-1.3.99	carotenoid &beta;-ring 4-dehydrogenase	cbfd1
RXN-16412	EC-1.3.99	carotenoid &beta;-ring 4-dehydrogenase	cbfd2
RXN-16412	EC-1.3.99	carotenoid &beta;-ring 4-dehydrogenase	cbfd1
RXN-16414	EC-1.14.99	carotenoid &beta;-ring 4-dehydrogenase	cbfd2
RXN-16414	EC-1.14.99	carotenoid &beta;-ring 4-dehydrogenase	cbfd1
RXN-16413	EC-1.14.99	carotenoid &beta;-ring 4-dehydrogenase	cbfd2
RXN-16413	EC-1.14.99	carotenoid &beta;-ring 4-dehydrogenase	cbfd1
RXN-12439	EC-3.1.6	neocarrabiose sulfate/neotetraose disulfate 4-sulfatase	unknown
RXN-12435	EC-3.2.1	neocarratetraose 4-<i>O</i>-monosulfate &beta;-hydrolase	unknown
RXN-12436	EC-3.1.6	neocarrabiose sulfate/neotetraose disulfate 4-sulfatase	unknown
3.2.1.83-RXN	EC-3.2.1.83	&kappa;-carrageenase	cgkA
RXN-4307	EC-2.5.1.27	adenylate isopentenyltransferase	AT3G19160
RXN-4307	EC-2.5.1.27	adenylate isopentenyltransferase	AT3G23630
RXN-4307	EC-2.5.1.27	adenylate isopentenyltransferase	AT1G68460
RXN-4307	EC-2.5.1.27	adenylate isopentenyltransferase	AT3G63110
RXN-4307	EC-2.5.1.27	adenylate isopentenyltransferase	AT5G19040
RXN-4305	EC-2.5.1.112	adenylate isopentenyltransferase	AT3G23630
RXN-4305	EC-2.5.1.112	adenylate isopentenyltransferase	AT4G24650
RXN-4303	EC-2.5.1.112	adenylate isopentenyltransferase	AT4G24650
RXN-4317	RXN-4317	unknown	unknown
RXN-4313	EC-3.2.2	<i>trans</i>-zeatin riboside monophosphate phosphoribohydrolase||<i>N</i><sup>6</sup>-(&Delta;<sup>2</sup>-isopentenyl)-adenosine 5'-monophosphate phosphoribohydrolase	LOG
RXN-4314	RXN-4314	<i>trans</i>-zeatin riboside monophosphate phosphoribohydrolase||<i>N</i><sup>6</sup>-(&Delta;<sup>2</sup>-isopentenyl)-adenosine 5'-monophosphate phosphoribohydrolase	LOG
RXN-4308	RXN-4308	cytokinin <i>trans</i>-hydroxylase	AT1G67110
RXN-4308	RXN-4308	cytokinin <i>trans</i>-hydroxylase	AT5G38450
RXN-4312	RXN-4312	unknown	unknown
RXN-4306	RXN-4306	cytokinin <i>trans</i>-hydroxylase	AT1G67110
RXN-4306	RXN-4306	cytokinin <i>trans</i>-hydroxylase	AT5G38450
RXN-4310	RXN-4310	unknown	unknown
RXN-4304	RXN-4304	cytokinin <i>trans</i>-hydroxylase	AT1G67110
RXN-4304	RXN-4304	cytokinin <i>trans</i>-hydroxylase	AT5G38450
3.2.1.157-RXN	EC-3.2.1.157	&iota;-carrageenase	cgiA
RXN0-6274	EC-2.5.1.75	tRNA(i<sup>6</sup>A37) synthase	miaA
RXN0-6274	EC-2.5.1.75	tRNA dimethylallyltransferase	AT2G27760
RXN-4545	RXN-4545	unknown	unknown
RXN-4541	RXN-4541	unknown	unknown
RXN-4542	RXN-4542	unknown	unknown
RXN-4544	RXN-4544	unknown	unknown
RXN-8026	RXN-8026	&beta;-carotene hydroxylase	crtR
RXN-8026	RXN-8026	&beta;-carotene hydroxylase	CRTZ
RXN-8026	RXN-8026	&beta;-carotene hydroxylase	crtZ
RXN-8026	RXN-8026	&beta;-ring carotenoid 4-ketolase||&beta;-ring carotenoid 3-hydroxylase||&beta;-ring carotenoid 3-hydroxylase||&beta;-ring carotenoid 4-ketolase||&beta;-ring carotenoid 3-hydroxylase||&beta;-carotene 3-hydroxylase||&beta;-ring carotenoid 3-hydroxylase||&beta;-ring carotenoid 3-hydroxylase||&beta;-ring carotenoid 4-ketolase||&beta;-carotene 4-ketolase	crtS
RXN-8026	RXN-8026	&beta;-ring hydroxylase	AT5G52570
RXN-8026	RXN-8026	&beta;-zeacarotene hydroxylase||&beta;-cryptoxanthin hydroxylase||&beta;-carotene hydroxylase	AT4G25700
RXN-8025	RXN-8025	&beta;-carotene hydroxylase	crtR
RXN-8025	RXN-8025	&beta;-carotene hydroxylase	CRTZ
RXN-8025	RXN-8025	&beta;-carotene hydroxylase	crtZ
RXN-8025	RXN-8025	&beta;-ring carotenoid 4-ketolase||&beta;-ring carotenoid 3-hydroxylase||&beta;-ring carotenoid 3-hydroxylase||&beta;-ring carotenoid 4-ketolase||&beta;-ring carotenoid 3-hydroxylase||&beta;-carotene 3-hydroxylase||&beta;-ring carotenoid 3-hydroxylase||&beta;-ring carotenoid 3-hydroxylase||&beta;-ring carotenoid 4-ketolase||&beta;-carotene 4-ketolase	crtS
RXN-8025	RXN-8025	&beta;-ring hydroxylase	AT5G52570
RXN-8025	RXN-8025	&beta;-zeacarotene hydroxylase||&beta;-cryptoxanthin hydroxylase||&beta;-carotene hydroxylase	AT4G25700
RXN-8195	RXN-8195	carotenoid &beta;-ring 4-dehydrogenase	cbfd1
RXN-8192	RXN-8192	carotenoid &beta;-ring 4-dehydrogenase	cbfd1
RXN-8194	RXN-8194	carotenoid &beta;-ring 4-dehydrogenase	cbfd1
RXN-8193	RXN-8193	carotenoid &beta;-ring 4-dehydrogenase	cbfd1
RXN-8196	RXN-8196	unknown	unknown
RXN-12263	EC-2.5.1.103	presqualene diphosphate synthase	hpnD
RXN-12263	EC-2.5.1.103	Squalene synthase-like 1	SSL-1
RXN-12263	EC-2.5.1.103	squalene synthase	AT4G34650
RXN-12263	EC-2.5.1.103	squalene synthase||squalene synthase	SS
RXN-12263	EC-2.5.1.103	farnesyl-diphosphate farnesyltransferase	FDFT1
RXN-12263	EC-2.5.1.103	squalene synthase	PSS
RXN-12263	EC-2.5.1.103	squalene synthetase	ERG9
RXN-12263	EC-2.5.1.103	squalene synthase	AT4G34640
RXN-12263	EC-2.5.1.103	dehydrosqualene synthase	crtM
RXN-12260	RXN-12260	unknown	unknown
RXN-12258	EC-1.3.8	diapophytoene desaturase	crtN
RXN-9305	EC-1.3.8	dehydrosqualene desaturase	crtN
RXN-9305	EC-1.3.8	diapophytoene desaturase	crtN
RXN-9304	EC-1.3.8	dehydrosqualene desaturase	crtN
RXN-9304	EC-1.3.8	diapophytoene desaturase	crtN
RXN-9303	EC-1.3.8	dehydrosqualene desaturase	crtN
RXN-9303	EC-1.3.8	diapophytoene desaturase	crtN
RXN-12225	EC-1.2.99	4,4'-diapolycopenedial dehydrogenase	ald
RXN-12223	EC-1.14.99.44	diapolycopene oxygenase	crtNb
RXN-9301	RXN-9301	dehydrosqualene synthase	crtM
RXN-7979	RXN-7979	zeaxanthin epoxidase	NPQ2
RXN-7979	RXN-7979	zeaxanthin epoxidase	AT5G67030
RXN-7979	RXN-7979	zeaxanthin epoxidase	ABA2
RXN-7979	RXN-7979	zeaxanthin epoxidase	ABA2
RXN-7946	EC-5.3.99.8	capsanthin-capsorubin synthase	CCS
RXN-7947	EC-5.3.99.8	capsanthin-capsorubin synthase	CCS
RXNARA-8002	RXNARA-8002	chloroplastic phytoene synthase	PSY1
RXNARA-8002	RXNARA-8002	chloroplastic phytoene synthase	PSY
RXNARA-8002	RXNARA-8002	prephytoene-diphosphate synthase||phytoene synthase	crtB
RXNARA-8002	RXNARA-8002	phytoene synthase	crtB
RXNARA-8002	RXNARA-8002	phytoene synthase	AT5G17230
RXN-8024	RXN-8024	phytoene dehydrogenase	crtI
RXN-8024	RXN-8024	phytoene desaturase	crtI
RXN-8024	RXN-8024	phytoene desaturase	crtIa
RXN-8024	RXN-8024	phytoene desaturase (3,4-didehydrolycopene-forming)	al-1
RXN-8024	RXN-8024	phytoene desaturase	crtI
RXN-8023	RXN-8023	phytoene dehydrogenase	crtI
RXN-8023	RXN-8023	phytoene desaturase	crtI
RXN-8023	RXN-8023	phytoene desaturase	crtIa
RXN-8023	RXN-8023	phytoene desaturase (3,4-didehydrolycopene-forming)	al-1
RXN-8023	RXN-8023	phytoene desaturase	crtI
2.5.1.32-RXN	2.5.1.32-RXN	chloroplastic phytoene synthase	PSY1
2.5.1.32-RXN	2.5.1.32-RXN	chloroplastic phytoene synthase	PSY
2.5.1.32-RXN	2.5.1.32-RXN	lycopene cyclase/phytoene synthase bifunctional	crtYB
2.5.1.32-RXN	2.5.1.32-RXN	prephytoene-diphosphate synthase||phytoene synthase	crtB
2.5.1.32-RXN	2.5.1.32-RXN	phytoene synthase	crtB
2.5.1.32-RXN	2.5.1.32-RXN	phytoene synthase	AT5G17230
RXN-8022	RXN-8022	phytoene dehydrogenase	crtI
RXN-8022	RXN-8022	<i>all-trans</i>-&zeta;-carotene desaturase	crtIb
RXN-8022	RXN-8022	phytoene desaturase	crtI
RXN-8022	RXN-8022	phytoene desaturase (3,4-didehydrolycopene-forming)	al-1
RXN-8022	RXN-8022	phytoene desaturase	crtI
RXN-16059	EC-1.3.7	unknown	unknown
RXN-10647	RXN-10647	2'-O-glycosyl transferase	cruG
RXN-10646	EC-1.14.13	beta-carotene hydroxylase	crtR
RXN-10645	EC-1.14.15	unknown	unknown
RXN-10644	EC-5.5.1	1-hydroxylycopene cyclase	cruA
RXN-10643	EC-4.2.1.131	acyclic carotenoid 1,2-hydratase	crtC
RXN-10643	EC-4.2.1.131	lycopene-1',2'-hydratase	cruF
RXN-16440	EC-1.14.13	carotenoid 2,2'-&beta;-ionone ring hydroxylase	crtG
RXN-16440	EC-1.14.13	carotenoid 2-hydroxylase	crtG
RXN-16443	EC-1.14.13	carotenoid 2-hydroxylase	crtG
RXN-16442	EC-1.14.13	carotenoid 2-hydroxylase	crtG
RXN-16439	EC-1.14.13	carotenoid 2,2'-&beta;-ionone ring hydroxylase	crtG
RXN-16439	EC-1.14.13	carotenoid 2-hydroxylase	crtG
RXN-16437	EC-1.14.13	carotenoid 2,2'-&beta;-ionone ring hydroxylase	crtG
RXN-16436	EC-1.14.13	carotenoid 2,2'-&beta;-ionone ring hydroxylase	crtG
RXN-16436	EC-1.14.13	carotenoid 2-hydroxylase	crtG
RXN-7979	RXN-7979	zeaxanthin epoxidase	NPQ2
RXN-7979	RXN-7979	zeaxanthin epoxidase	AT5G67030
RXN-7979	RXN-7979	zeaxanthin epoxidase	ABA2
RXN-7979	RXN-7979	zeaxanthin epoxidase	ABA2
RXN-7984	RXN-7984	violaxanthin de-epoxidase	VDE1
RXN-7984	RXN-7984	violaxanthin de-epoxidase	VDE
RXN-7984	RXN-7984	antheraxanthin de-epoxidase||violaxanthin de-epoxidase	VDE1
RXN-7984	RXN-7984	violaxanthin deepoxidase||antheraxanthin deepoxidase	AT1G08550
RXN-7978	RXN-7978	zeaxanthin epoxidase	NPQ2
RXN-7978	RXN-7978	zeaxanthin epoxidase	ZEP
RXN-7978	RXN-7978	zeaxanthin epoxidase	ZE
RXN-7978	RXN-7978	zeaxanthin epoxidase	AT5G67030
RXN-7978	RXN-7978	zeaxanthin epoxidase	ABA2
RXN-7978	RXN-7978	zeaxanthin epoxidase	ABA2
RXN-7985	RXN-7985	antheraxanthin de-epoxidase||violaxanthin de-epoxidase	VDE1
RXN-7985	RXN-7985	violaxanthin deepoxidase||antheraxanthin deepoxidase	AT1G08550
RXN-16058	RXN-16058	thiothece-474 desaturase / methyltransferase	crtU
RXN-16057	EC-2.1.1	1'-hydroxy-1',2'-dihydro-&beta;,&psi;-caroten-4'-one <i>O</i>-methyltransferase	crtF
RXN-16056	RXN-16056	1'-hydroxy-&gamma;-carotene C-4' ketolase	cruO
RXN-16055	EC-4.2.1	&gamma;-carotene 1,2-hydratase	crtC
RXN1F-150	EC-5.5.1.19	lycopene &beta;-cyclase	crtY
RXN1F-150	EC-5.5.1.19	lycopene &beta;-cyclase	LYCb
RXN1F-150	EC-5.5.1.19	chloroplastic/chromoplastic lycopene &beta; cyclase	LCY1
RXN1F-150	EC-5.5.1.19	lycopene &beta;-cyclase	crtY
RXN1F-150	EC-5.5.1.19	lycopene &beta;-cyclase	CrtL-b
RXN1F-150	EC-5.5.1.19	lycopene &beta; cyclase	AT3G10230
RXN-12412	RXN-12412	phytoene dehydrogenase	crtI
RXN-12412	RXN-12412	<i>all-trans</i>-&zeta;-carotene desaturase	crtIb
RXN-12412	RXN-12412	phytoene desaturase	crtI
RXN-12412	RXN-12412	phytoene desaturase (3,4-didehydrolycopene-forming)	al-1
RXN-12263	EC-2.5.1.103	presqualene diphosphate synthase	hpnD
RXN-12263	EC-2.5.1.103	Squalene synthase-like 1	SSL-1
RXN-12263	EC-2.5.1.103	squalene synthase	AT4G34650
RXN-12263	EC-2.5.1.103	squalene synthase||squalene synthase	SS
RXN-12263	EC-2.5.1.103	farnesyl-diphosphate farnesyltransferase	FDFT1
RXN-12263	EC-2.5.1.103	squalene synthase	PSS
RXN-12263	EC-2.5.1.103	squalene synthetase	ERG9
RXN-12263	EC-2.5.1.103	squalene synthase	AT4G34640
RXN-12263	EC-2.5.1.103	dehydrosqualene synthase	crtM
RXN-9309	EC-2.3.1	glycosyl-4,4'-diaponeurosporenoate acyltransferase	crtO
RXN-9308	EC-2.4.1	4,4'-diaponeurosporenoate glycosyltransferase	crtQ
RXN-9307	EC-1.1.1	4,4'-diaponeurosporen-aldehyde dehydrogenase	aldH
RXN-9306	EC-1.14.99	diaponeurosporene oxidase	crtP
RXN-9305	EC-1.3.8	dehydrosqualene desaturase	crtN
RXN-9305	EC-1.3.8	diapophytoene desaturase	crtN
RXN-9304	EC-1.3.8	dehydrosqualene desaturase	crtN
RXN-9304	EC-1.3.8	diapophytoene desaturase	crtN
RXN-9301	RXN-9301	dehydrosqualene synthase	crtM
RXN-9303	EC-1.3.8	dehydrosqualene desaturase	crtN
RXN-9303	EC-1.3.8	diapophytoene desaturase	crtN
RXN1F-155	EC-5.3.99.9	neoxanthin synthase	NYS
RXN1F-155	EC-5.3.99.9	neoxanthin synthase	NSY
RXN-13123	EC-3.5.1.112	2'''-acetyl-6'''-hydroxyneomycin C deacetylase||2'-<i>N</i>-acetylparomamine deacetylase	neoL
RXN-13123	EC-3.5.1.112	2'-<i>N</i>-acetylparomamine deacetylase	btrD
RXN-13123	EC-3.5.1.112	2'-<i>N</i>-acetylparomamine deacetylase	kanN
RXN-13122	EC-2.4.1.283	2-deoxystreptamine <i>N</i>-acetyl-D-glucosaminyltransferase	neoD
RXN-13122	EC-2.4.1.283	2-deoxystreptamine glucosyltransferase	kanF
RXN-13122	EC-2.4.1.283	2-deoxystreptamine <i>N</i>-acetyl-D-glucosaminyltransferase	btrM
RXN-13116	EC-4.2.3.124	2-deoxy-<i>scyllo</i>-inosose synthase	neoC
RXN-13116	EC-4.2.3.124	2-deoxy-<i>scyllo</i>-inosose synthase	btrC
RXN-13116	EC-4.2.3.124	2-deoxy-<i>scyllo</i>-inosose synthase	kanC
RXN-13117	EC-2.6.1.100	L-glutamine:2-deoxy-<i>scyllo</i>-inosose aminotransferase	btrR
RXN-13117	EC-2.6.1.100	L-glutamine:2-deoxy-<i>scyllo</i>-inosose aminotransferase	neoB
RXN-13117	EC-2.6.1.100	L-glutamine:2-deoxy-<i>scyllo</i>-inosose aminotransferase	kanB
RXN-13119	EC-2.6.1.101	L-glutamine:2-deoxy-<i>scyllo</i>-inosose aminotransferase	btrR
RXN-13119	EC-2.6.1.101	L-glutamine:2-deoxy-<i>scyllo</i>-inosose aminotransferase	neoB
RXN-13119	EC-2.6.1.101	L-glutamine:2-deoxy-<i>scyllo</i>-inosose aminotransferase	kanB
RXN-13118	EC-1.1.1.329	2-deoxy-<i>scyllo</i>-inosamine dehydrogenase	neoA
RXN-13118	EC-1.1.1.329	2-deoxy-<i>scyllo</i>-inosamine dehydrogenase	kanE
RXN-8030	EC-1.14.99	unknown	unknown
RXN-8029	EC-1.14.99	unknown	unknown
RXN-8028	EC-5.5.1.18	lycopene &epsilon;-cyclase	CrtL-e
RXN-8028	EC-5.5.1.18	lycopene &epsilon;-cyclase	LCYe
RXN-13221	EC-1.1.99.38	2-deoxy-<i>scyllo</i>-inosamine dehydrogenase (SAM-dependent)	btrN
RXN-13123	EC-3.5.1.112	2'''-acetyl-6'''-hydroxyneomycin C deacetylase||2'-<i>N</i>-acetylparomamine deacetylase	neoL
RXN-13123	EC-3.5.1.112	2'-<i>N</i>-acetylparomamine deacetylase	btrD
RXN-13123	EC-3.5.1.112	2'-<i>N</i>-acetylparomamine deacetylase	kanN
RXN-13122	EC-2.4.1.283	2-deoxystreptamine <i>N</i>-acetyl-D-glucosaminyltransferase	neoD
RXN-13122	EC-2.4.1.283	2-deoxystreptamine glucosyltransferase	kanF
RXN-13122	EC-2.4.1.283	2-deoxystreptamine <i>N</i>-acetyl-D-glucosaminyltransferase	btrM
RXN-13116	EC-4.2.3.124	2-deoxy-<i>scyllo</i>-inosose synthase	neoC
RXN-13116	EC-4.2.3.124	2-deoxy-<i>scyllo</i>-inosose synthase	btrC
RXN-13116	EC-4.2.3.124	2-deoxy-<i>scyllo</i>-inosose synthase	kanC
RXN-13117	EC-2.6.1.100	L-glutamine:2-deoxy-<i>scyllo</i>-inosose aminotransferase	btrR
RXN-13117	EC-2.6.1.100	L-glutamine:2-deoxy-<i>scyllo</i>-inosose aminotransferase	neoB
RXN-13117	EC-2.6.1.100	L-glutamine:2-deoxy-<i>scyllo</i>-inosose aminotransferase	kanB
RXN-13119	EC-2.6.1.101	L-glutamine:2-deoxy-<i>scyllo</i>-inosose aminotransferase	btrR
RXN-13119	EC-2.6.1.101	L-glutamine:2-deoxy-<i>scyllo</i>-inosose aminotransferase	neoB
RXN-13119	EC-2.6.1.101	L-glutamine:2-deoxy-<i>scyllo</i>-inosose aminotransferase	kanB
RXN-10673	EC-2.4.1.276	zeaxanthin glucosyltransferase	crtX
RXN-10672	EC-2.4.1.276	zeaxanthin glucosyltransferase	crtX
RXN-10648	RXN-10648	beta-carotene desaturase	cruE
RXN-10649	RXN-10649	beta-carotene desaturase	cruE
RXN-10650	RXN-10650	renierapurpurin hydroxylase	cruH
RXN-10651	RXN-10651	unknown	unknown
RXN-10652	RXN-10652	renierapurpurin hydroxylase	cruH
RXN-10653	RXN-10653	unknown	unknown
GLUCOKIN-RXN	EC-2.7.1.1	glucosamine kinase||glucokinase	glk
GLUCOKIN-RXN	EC-2.7.1.1	fructokinase||hexokinase	AT4G29130
GLUCOKIN-RXN	EC-2.7.1.1	hexokinase	AT2G19860
GLUCOKIN-RXN	EC-2.7.1.1	hexokinase	Hxk2
GLUCOKIN-RXN	EC-2.7.1.1	hexokinase-3	HK3
GLUCOKIN-RXN	EC-2.7.1.1	hexokinase-2	HK2
GLUCOKIN-RXN	EC-2.7.1.1	hexokinase-1	HK1
GLUCOKIN-RXN	EC-2.7.1.1	glucokinase	glk
GLUCOKIN-RXN	EC-2.7.1.1	hexokinase	unknown
GLUCOKIN-RXN	EC-2.7.1.1	glucokinase	GL50803_8826
GLUCOKIN-RXN	EC-2.7.1.1	glucokinase	GLK1
GLUCOKIN-RXN	EC-2.7.1.1	glucokinase	GCK
GLUCOKIN-RXN	EC-2.7.1.1	glucokinase	glk
GLUCOKIN-RXN	EC-2.7.1.1	glucokinase	glcK
PGLUCISOM-RXN	EC-5.3.1.9	phosphoglucose isomerase	pgi
PGLUCISOM-RXN	EC-5.3.1.9	glucose-6-phosphate isomerase	pgi
PGLUCISOM-RXN	EC-5.3.1.9	glucose-6-phosphate isomerase	pgi
PGLUCISOM-RXN	EC-5.3.1.9	phosphoglucose isomerase	pgiA
PGLUCISOM-RXN	EC-5.3.1.9	glucose-6-phosphate isomerase	PGI1
PGLUCISOM-RXN	EC-5.3.1.9	glucose-6-phosphate isomerase	GL50803_9115
PGLUCISOM-RXN	EC-5.3.1.9	glucose 6-phosphate isomerase	pgi
PGLUCISOM-RXN	EC-5.3.1.9	glucose-6-phosphate isomerase	GPI
PGLUCISOM-RXN	EC-5.3.1.9	glucose-6-phosphate isomerase	pgi
